SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
1156930,71000,676977,1169,121,3,2004,11756,High,8/25/2011 0:00,320CL,320,C,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,32 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1156935,44000,1001022,3883,121,3,1000,23091,Medium,8/23/2007 0:00,988B,988,B,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Texas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1156938,26000,1015911,2633,121,3,2000,6880,Medium,7/16/2009 0:00,EC290LC,EC290,,,LC,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,31 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
1156939,26500,365898,3547,121,3,1998,5547,Medium,10/19/2006 0:00,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1156945,26000,757469,1536,121,3,2005,2872,High,7/9/2009 0:00,D3GXL,D3,G,,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1156947,23000,1059493,4107,121,3,1987,6198,Medium,4/29/2004 0:00,D4H,D4,H,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Missouri,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1156948,58000,1059544,4581,121,3,1999,4980,Medium,7/1/2004 0:00,230LC,230,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Nevada,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1156952,10000,1017858,20087,121,3,2003,2305,Low,7/16/2009 0:00,TB125,TB125,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1156953,20000,1057118,2246,121,3,1993,0,,9/8/2005 0:00,PC220LC5,PC220,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1156957,7000,1029037,3112,121,3,1991,5508,Medium,7/13/2006 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Oklahoma,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1156958,39000,1047415,4128,121,3,1987,9884,Medium,12/14/2005 0:00,D6H,D6,H,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",West Virginia,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1156963,15000,1033933,12917,121,3,1000,943,Low,5/3/2007 0:00,RC100,RC100,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1156965,17000,1060912,17285,121,3,2003,28,Low,2/23/2006 0:00,B250,B250,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Tennessee,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Hydrostatic,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1156967,28000,594349,3542,121,3,2003,3469,High,11/17/2005 0:00,420D,420,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,Yes,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1156970,28500,1037338,3415,121,3,1991,15486,Medium,2/12/2004 0:00,235C,235,C,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Utah,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1156975,14500,525746,3428,121,3,2006,5996,High,5/31/2007 0:00,252B,252,B,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1156977,27000,1044110,4794,121,3,2000,2821,Low,6/16/2011 0:00,710D,710,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Utah,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1156979,8500,1005410,8016,121,3,2002,0,,8/25/2005 0:00,260,260,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Mississippi,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1156980,25000,856308,7046,121,3,2002,1750,Medium,3/9/2006 0:00,304.5,304.5,,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",New Hampshire,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Hydraulic,Yes,Double,,,,,
1156987,12000,1023017,4697,121,3,1000,5474,Low,7/16/2009 0:00,544C,544,C,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Illinois,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1156990,30000,598078,3542,121,3,2003,3100,High,12/1/2005 0:00,420D,420,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1156992,36000,1017501,4139,121,3,1000,3436,Low,7/12/2007 0:00,D7G,D7,G,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Missouri,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1156996,59000,1001322,15161,121,3,1998,9138,Medium,6/14/2007 0:00,EX750-5,EX750,,-5,,Large / Medium,"Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157000,10000,1021565,4851,121,3,1000,0,,10/25/2007 0:00,892D,892,D,,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157003,15500,911374,7023,121,3,2002,1575,Medium,2/23/2006 0:00,252,252,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Kentucky,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157005,55000,1013041,16679,121,3,2003,6934,Medium,6/9/2011 0:00,WA250-5,WA250,,-5,,,Wheel Loader - 120.0 to 135.0 Horsepower,South Carolina,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157006,12500,1018867,7110,121,3,1987,0,,10/6/2005 0:00,416,416,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Utah,BL,Backhoe Loaders,Two Wheel Drive,EROPS w AC,Yes,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157010,6500,1043693,3112,121,3,2000,5087,Medium,8/26/2011 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1157014,48000,1038117,2160,121,3,2002,6605,High,6/28/2007 0:00,SK330LC,SK330,,,LC,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157017,57000,588343,1557,121,3,2004,0,,5/4/2006 0:00,D4GXL,D4,G,,XL,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,Differential Steer,,
1157018,31000,1068231,4607,121,3,2004,4845,High,3/27/2009 0:00,310SG,310,SG,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,Street,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157019,23000,1028816,3178,121,3,1996,3631,Medium,10/5/2006 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Two Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157021,9500,1023758,9064,121,3,1000,3375,High,12/15/2005 0:00,PC50,PC50,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Oregon,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157026,35000,137705,1596,121,3,1998,1022,Low,4/20/2006 0:00,D5MLGP,D5,M,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,None or Unspecified,,
1157027,50000,29606,7292,121,3,1997,9213,Low,6/9/2011 0:00,990,990,,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157028,71000,789527,3783,121,3,2002,3721,High,7/28/2005 0:00,928G,928,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157030,84000,21220,23931,121,3,2001,5921,Medium,6/25/2009 0:00,140HNA,140,H,,,,Motorgrader - 170.0 to 200.0 Horsepower,Georgia,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,14',Low Profile,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1157032,32000,1068740,2797,121,3,2001,5240,Medium,5/26/2011 0:00,EX120-5,EX120,,-5,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
1157034,17000,1008968,4890,121,3,1000,0,,2/2/2011 0:00,TD25G,TD25,G,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Missouri,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1157036,31000,592788,3542,121,3,2003,3185,High,11/17/2005 0:00,420D,420,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157040,26000,1001087,3190,121,3,1999,3841,Medium,9/8/2005 0:00,590SUPER L,590,SUPER L,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Kentucky,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157044,8500,1026569,7036,121,3,1999,1939,Medium,9/7/2006 0:00,301.5,301.5,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Arkansas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157052,113000,1030647,4149,121,3,1988,0,,5/18/2006 0:00,D8N,D8,N,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Nevada,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,
1157053,11000,1028016,18006,121,3,2004,240,Low,7/27/2006 0:00,153,153,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157057,16500,1002880,4605,121,3,2002,1867,Low,5/14/2009 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Virginia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157062,17500,1027325,17285,121,3,2005,38,Low,12/7/2006 0:00,B250,B250,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Ohio,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Hydrostatic,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157064,19500,999247,963,121,3,1998,3219,Low,5/17/2006 0:00,570LXT,570,L,,XT,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157066,14000,1039906,16649,121,3,2005,415,Medium,11/1/2007 0:00,SK820-5,SK820,,-5,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157067,74000,217687,1263,121,3,2000,10175,High,11/15/2007 0:00,330BL,330,B,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,Yes,Double,,,,,
1157070,30500,1046820,5658,121,3,2005,516,Low,7/9/2009 0:00,LB75B,LB75,B,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157071,44000,1013735,7256,121,3,2004,207,Low,9/21/2006 0:00,908,908,,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Wisconsin,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157072,11000,776949,9566,121,3,1999,3565,Medium,4/12/2007 0:00,873,873,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157073,44000,1027526,4336,121,3,2001,6221,High,4/20/2006 0:00,IT38G,IT38,G,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Tennessee,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157077,50000,855374,77,121,3,1996,17665,High,9/20/2007 0:00,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,New Jersey,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
1157082,19500,1030179,18244,121,3,2001,4188,Low,6/25/2009 0:00,L35B,L35,B,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,California,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Hydraulic,,,,,,,,,,,,,Standard,Conventional
1157086,63000,784994,3786,121,3,2006,1559,Low,2/25/2010 0:00,930G,930,G,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
1157087,33000,1033625,3547,121,3,1999,3603,Medium,5/18/2006 0:00,426C,426,C,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Illinois,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157089,75000,301960,2768,121,3,1000,1840,Low,8/25/2011 0:00,D7HII,D7,H,II,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Kentucky,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,Lever,,
1157091,65000,1064146,385,121,3,2006,3211,Medium,5/12/2010 0:00,PC200LC7,PC200,,LC,7,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157094,34000,690329,77,121,3,1000,15005,Medium,9/3/2009 0:00,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Illinois,WL,Wheel Loader,,EROPS,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157098,7250,1041894,9551,121,3,1998,4401,High,6/10/2004 0:00,763,763,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157104,63000,1055827,3879,121,3,1997,17261,Medium,12/16/2010 0:00,980G,980,G,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Iowa,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Command Control
1157115,23500,118963,3538,121,3,2000,1841,Medium,5/20/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Two Wheel Drive,OROPS,Yes,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1157119,42000,189632,1096,121,3,2005,1264,Medium,8/13/2009 0:00,308CCR,308,C,,CR,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,Yes,Double,,,,,
1157122,43000,1039701,11656,121,3,2004,5001,Medium,6/25/2009 0:00,ZX225USLC,ZX225,US,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Indiana,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157123,27500,1027302,4735,121,3,1996,6299,Low,8/20/2009 0:00,624G,624,G,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Ohio,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157124,43000,1048570,14272,121,3,2003,4514,Medium,11/11/2010 0:00,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",California,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157125,9500,1058549,22087,121,3,2003,2795,Medium,12/4/2008 0:00,35C,35,C,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Delaware,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157127,47000,396686,1177,121,3,1994,9378,Medium,11/17/2005 0:00,320L,320,,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1157128,44500,1065732,18190,121,3,2005,859,Low,7/17/2009 0:00,ECR88,ECR88,,,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1157132,35000,408253,1201,121,3,1994,12207,Medium,2/22/2007 0:00,322L,322,,,L,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
1157136,17500,1041353,4124,121,3,1000,0,,7/9/2009 0:00,D6D,D6,D,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",New York,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Angle,None or Unspecified,,
1157138,62000,1001149,3157,121,3,2004,384,Low,11/16/2006 0:00,521D,521,D,,,,Wheel Loader - 110.0 to 120.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157142,17500,685577,3423,121,3,2006,1535,Medium,10/22/2010 0:00,246B,246,B,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
1157143,14500,1043822,11832,121,3,1000,110,Low,6/9/2011 0:00,95ZIII,95,Z,III,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Oklahoma,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1157144,11000,1052550,3112,121,3,2000,1503,Medium,12/15/2005 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1157147,48000,1063906,2232,121,3,2000,9057,High,1/25/2007 0:00,PC200LC6,PC200,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
